date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:50:45	64108/64108	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-fa6c%22	https://wpocean.com/html/tf/parador/index.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/index.html	(from )
11:50:48	159/159	---MCZ	200	added ('OK')	text/plain	date:Thu,%2012%20Dec%202024%2006:20:47%20GMT	https://wpocean.com/robots.txt		(from )
11:50:48	1943/1943	---M--	200	added ('OK')	image/png	etag:%22671e2d5d-797%22	https://wpocean.com/html/tf/parador/assets/images/favicon.png	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/favicon.png	(from https://wpocean.com/html/tf/parador/index.html)
11:50:48	16450/16450	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-4042%22	https://wpocean.com/html/tf/parador/assets/css/themify-icons.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/themify-icons.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:48	29062/29062	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-7186%22	https://wpocean.com/html/tf/parador/assets/css/font-awesome.min.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/font-awesome.min.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:49	2410/2410	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-96a%22	https://wpocean.com/html/tf/parador/assets/css/flaticon.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/flaticon.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:49	155631/155631	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-25fef%22	https://wpocean.com/html/tf/parador/assets/css/bootstrap.min.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/bootstrap.min.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:49	78669/78669	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-1334d%22	https://wpocean.com/html/tf/parador/assets/css/animate.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/animate.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:50	4614/4614	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-1206%22	https://wpocean.com/html/tf/parador/assets/css/owl.carousel.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/owl.carousel.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:50	1055/1055	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-41f%22	https://wpocean.com/html/tf/parador/assets/css/owl.theme.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/owl.theme.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:50	1729/1729	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-6c1%22	https://wpocean.com/html/tf/parador/assets/css/slick.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/slick.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:50	3158/3158	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-c56%22	https://wpocean.com/html/tf/parador/assets/css/slick-theme.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/slick-theme.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:50	19004/19004	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-4a3c%22	https://wpocean.com/html/tf/parador/assets/css/swiper.min.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/swiper.min.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:51	4638/4638	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-121e%22	https://wpocean.com/html/tf/parador/assets/css/owl.transitions.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/owl.transitions.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:51	5053/5053	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-13bd%22	https://wpocean.com/html/tf/parador/assets/css/jquery.fancybox.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/jquery.fancybox.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:51	3652/3652	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-e44%22	https://wpocean.com/html/tf/parador/assets/css/odometer-theme-default.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/odometer-theme-default.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:51	36120/36120	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2d5e-8d18%22	https://wpocean.com/html/tf/parador/assets/css/jquery-ui.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/css/jquery-ui.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:52	246825/246825	---MCZ	200	added ('OK')	text/css	etag:W/%22671e2f1c-3c429%22	https://wpocean.com/html/tf/parador/assets/sass/style.css	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/sass/style.css	(from https://wpocean.com/html/tf/parador/index.html)
11:50:52	1751/1751	---M--	200	added ('OK')	image/png	etag:%22671e2d5d-6d7%22	https://wpocean.com/html/tf/parador/assets/images/preloader.png	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/preloader.png	(from https://wpocean.com/html/tf/parador/index.html)
11:50:52	3117/3117	---M--	200	added ('OK')	image/png	etag:%22671e2d5d-c2d%22	https://wpocean.com/html/tf/parador/assets/images/logo.png	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/logo.png	(from https://wpocean.com/html/tf/parador/index.html)
11:50:52	58751/58751	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-e57f%22	https://wpocean.com/html/tf/parador/index-2.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/index-2.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:52	55272/55272	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-d7e8%22	https://wpocean.com/html/tf/parador/index-3.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/index-3.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:53	47719/47719	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-ba67%22	https://wpocean.com/html/tf/parador/about.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/about.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:53	24772/24772	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-60c4%22	https://wpocean.com/html/tf/parador/room.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/room.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:53	49626/49626	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-c1da%22	https://wpocean.com/html/tf/parador/room-single.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/room-single.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:53	31889/31889	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-7c91%22	https://wpocean.com/html/tf/parador/destination.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/destination.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:53	34566/34566	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-8706%22	https://wpocean.com/html/tf/parador/destination-single.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/destination-single.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:54	35937/35937	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-8c61%22	https://wpocean.com/html/tf/parador/blog.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/blog.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:54	35932/35932	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-8c5c%22	https://wpocean.com/html/tf/parador/blog-left-sidebar.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/blog-left-sidebar.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:54	28979/28979	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-7133%22	https://wpocean.com/html/tf/parador/blog-fullwidth.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/blog-fullwidth.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:54	44747/44747	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-aecb%22	https://wpocean.com/html/tf/parador/blog-single.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/blog-single.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:54	44806/44806	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-af06%22	https://wpocean.com/html/tf/parador/blog-single-left-sidebar.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/blog-single-left-sidebar.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:55	37874/37874	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-93f2%22	https://wpocean.com/html/tf/parador/blog-single-fullwidth.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/blog-single-fullwidth.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:55	24095/24095	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-5e1f%22	https://wpocean.com/html/tf/parador/service.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/service.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:55	26143/26143	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-661f%22	https://wpocean.com/html/tf/parador/service-s2.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/service-s2.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:55	38817/38817	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-97a1%22	https://wpocean.com/html/tf/parador/service-single.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/service-single.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:56	26533/26533	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-67a5%22	https://wpocean.com/html/tf/parador/pricing.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/pricing.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:56	25053/25053	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-61dd%22	https://wpocean.com/html/tf/parador/search.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/search.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:56	30324/30324	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-7674%22	https://wpocean.com/html/tf/parador/faq.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/faq.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:56	22552/22552	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-5818%22	https://wpocean.com/html/tf/parador/404.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/404.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:56	27644/27644	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-6bfc%22	https://wpocean.com/html/tf/parador/shop.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/shop.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:57	39213/39213	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-992d%22	https://wpocean.com/html/tf/parador/shop-single.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/shop-single.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:57	34680/34680	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-8778%22	https://wpocean.com/html/tf/parador/cart.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/cart.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:57	42199/42199	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-a4d7%22	https://wpocean.com/html/tf/parador/checkout.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/checkout.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:57	28326/28326	---MCZ	200	added ('OK')	text/html	etag:W/%22671e2d5e-6ea6%22	https://wpocean.com/html/tf/parador/contact.html	E:/uttarakhand%20package/wpocean.com/html/tf/parador/contact.html	(from https://wpocean.com/html/tf/parador/index.html)
11:50:57	3610/3610	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-e1a%22	https://wpocean.com/html/tf/parador/assets/images/shop/mini-cart/img-1.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/shop/mini-cart/img-1.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:50:58	4472/4472	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-1178%22	https://wpocean.com/html/tf/parador/assets/images/shop/mini-cart/img-2.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/shop/mini-cart/img-2.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:50:58	225568/225568	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-37120%22	https://wpocean.com/html/tf/parador/assets/images/slider/slide-1.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/slider/slide-1.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:50:58	287087/287087	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-4616f%22	https://wpocean.com/html/tf/parador/assets/images/slider/slide-2.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/slider/slide-2.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:50:59	79817/79817	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-137c9%22	https://wpocean.com/html/tf/parador/assets/images/room/1.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/room/1.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:50:59	79043/79043	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-134c3%22	https://wpocean.com/html/tf/parador/assets/images/room/2.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/room/2.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:50:59	560792/560792	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-88e98%22	https://wpocean.com/html/tf/parador/assets/images/slider/slide-3.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/slider/slide-3.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:50:59	90069/90069	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-15fd5%22	https://wpocean.com/html/tf/parador/assets/images/room/3.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/room/3.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:50:59	107090/107090	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-1a252%22	https://wpocean.com/html/tf/parador/assets/images/destination/1.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/destination/1.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:00	103166/103166	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-192fe%22	https://wpocean.com/html/tf/parador/assets/images/destination/2.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/destination/2.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:00	153946/153946	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-2595a%22	https://wpocean.com/html/tf/parador/assets/images/destination/3.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/destination/3.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:00	97904/97904	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-17e70%22	https://wpocean.com/html/tf/parador/assets/images/service/img-1.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/service/img-1.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:00	198257/198257	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-30671%22	https://wpocean.com/html/tf/parador/assets/images/service/img-2.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/service/img-2.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:01	90855/90855	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-162e7%22	https://wpocean.com/html/tf/parador/assets/images/service/img-3.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/service/img-3.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:01	39417/39417	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-99f9%22	https://wpocean.com/html/tf/parador/assets/images/service/img-4.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/service/img-4.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:01	62930/62930	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-f5d2%22	https://wpocean.com/html/tf/parador/assets/images/service/img-5.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/service/img-5.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:01	48778/48778	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-be8a%22	https://wpocean.com/html/tf/parador/assets/images/service/img-6.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/service/img-6.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:01	41067/41067	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-a06b%22	https://wpocean.com/html/tf/parador/assets/images/service/img-7.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/service/img-7.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:02	25210/25210	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-627a%22	https://wpocean.com/html/tf/parador/assets/images/pricing/1.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/pricing/1.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:02	48991/48991	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-bf5f%22	https://wpocean.com/html/tf/parador/assets/images/pricing/2.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/pricing/2.jpg	(from https://wpocean.com/html/tf/parador/index.html)
11:51:02	38895/38895	---M--	200	added ('OK')	image/jpeg	etag:%22671e2d5d-97ef%22	https://wpocean.com/html/tf/parador/assets/images/pricing/3.jpg	E:/uttarakhand%20package/wpocean.com/html/tf/parador/assets/images/pricing/3.jpg	(from https://wpocean.com/html/tf/parador/index.html)
